0,2017,10,13,19,35,18,-0500,15.64,9672317.0,3648353.3
1,2017,10,13,19,40,56,-0500,167.94,3824763.4,3904119.2
2,2017,10,13,19,43,32,-0500,78.09,6478253.9,12120893.9
3,2017,10,13,19,48,51,-0500,15.67,12276251.0,9178311.5
4,2017,10,13,19,54,09,-0500,15.59,15346656.7,12122586.0
5,2017,10,13,19,59,21,-0500,23.47,18035040.6,19465727.8
6,2017,10,13,20,04,33,-0500,15.67,10588570.2,4984492.7
7,2017,10,13,20,09,49,-0500,27.32,6403830.3,14906055.6
8,2017,10,13,20,15,15,-0500,160.14,4214735.4,12121846.3
9,2017,10,13,20,20,51,-0500,15.62,12740901.9,7728691.5
10,2017,10,13,20,26,04,-0500,15.63,12952534.8,17849635.9
11,2017,10,13,20,31,22,-0500,15.6,12761885.1,21167625.7
12,2017,10,13,20,36,44,-0500,19.53,15596366.8,6623489.1
13,2017,10,13,20,41,59,-0500,15.67,15754302.4,19471730.6
14,2017,10,13,20,47,16,-0500,23.39,19705655.3,12540140.8
15,2017,10,13,20,52,46,-0500,15.58,11034602.5,10886251.3
16,2017,10,13,20,58,32,-0500,15.71,11827485.6,15251994.7
17,2017,10,13,21,03,57,-0500,15.63,12284577.8,16424312.7
18,2017,10,13,21,09,24,-0500,15.62,8531691.6,5783194.6
19,2017,10,13,21,14,49,-0500,19.53,3730114.8,4721629.7
20,2017,10,13,21,20,51,-0500,23.43,6249209.9,8910327.9
21,2017,10,13,21,26,32,-0500,20.19,10127674.2,9859879.3
22,2017,10,13,21,31,55,-0500,19.49,8342882.5,6983632.4
23,2017,10,13,21,38,03,-0500,19.97,5718469.7,16010142.4
24,2017,10,13,21,43,47,-0500,19.53,10014578.2,5934623.0
25,2017,10,13,21,49,32,-0500,15.58,10308885.6,14603723.7
26,2017,10,13,21,55,22,-0500,19.5,6835308.3,4394619.7
27,2017,10,13,22,01,22,-0500,15.69,16471606.7,20722408.6
28,2017,10,13,22,07,07,-0500,39.08,12440310.8,20080248.9
29,2017,10,13,22,12,54,-0500,39.07,6443285.2,7545290.9
30,2017,10,13,22,18,14,-0500,15.58,5592697.8,3178709.6
31,2017,10,13,22,24,33,-0500,15.62,12367111.0,5485057.6
32,2017,10,13,22,30,25,-0500,15.7,3330484.2,2105664.4
33,2017,10,13,22,36,42,-0500,15.62,10051063.3,6535253.6
34,2017,10,13,22,42,33,-0500,23.44,3876239.2,4722222.1
35,2017,10,13,22,48,47,-0500,15.62,3841405.4,3427422.4
36,2017,10,13,22,54,56,-0500,19.53,6115455.9,15753341.4
37,2017,10,13,23,00,37,-0500,15.58,5135458.7,4255082.0
38,2017,10,13,23,06,27,-0500,27.38,9057969.4,3343125.5
39,2017,10,13,23,12,05,-0500,27.9,7994649.8,10363973.3
40,2017,10,13,23,17,38,-0500,15.62,7461571.8,5602215.1
41,2017,10,13,23,23,11,-0500,19.49,9566675.3,7835212.5
